text,joy,sadness,anger,fear,surprise,neutral
"Usually, It's been a tough day.",0,1,0,0,0,0
"In the morning, Is this for real? I'm shocked!",0,0,0,0,1,0
"Actually, life is grand!",1,0,0,0,0,0
"To be honest, a constant state of dread.",0,0,0,1,0,0
"Lately, I am so happy today!",1,0,0,0,0,0
"Lately, unbelievable, just unbelievable.",0,0,0,0,1,0
"Surprisingly, I am so happy today!",1,0,0,0,0,0
"To be honest, cold shivers down my spine.",0,0,0,1,0,0
"To be honest, this is the best news ever.",1,0,0,0,0,0
"In the morning, completely blindsided by this.",0,0,0,0,1,0
"Lately, this is the best news ever.",1,0,0,0,0,0
"Usually, oh my god, i didn't expect that!",0,0,0,0,1,0
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"In the morning, the report is due on monday.",0,0,0,0,0,1
"Actually, the uncertainty is paralyzing.",0,0,0,1,0,0
"To be honest, data points were plotted on the graph.",0,0,0,0,0,1
"Lately, my jaw dropped when i saw it.",0,0,0,0,1,0
"In the morning, the book is on the table.",0,0,0,0,0,1
"To be honest, the report is due on monday.",0,0,0,0,0,1
"Usually, It is what it is.",0,0,0,0,0,1
"Finally, I'm radiating positivity today.",1,0,0,0,0,0
"Usually, I'm afraid of what might happen next.",0,0,0,1,0,0
"In the morning, I don't want to go in there alone.",0,0,0,1,0,0
"Actually, the meeting started on time.",0,0,0,0,0,1
"Lately, observations were recorded accurately.",0,0,0,0,0,1
"Actually, the book is on the table.",0,0,0,0,0,1
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Finally, the car is parked in the driveway.",0,0,0,0,0,1
"Finally, Instructions are followed step by step.",0,0,0,0,0,1
"In the morning, the darkness is frightening.",0,0,0,1,0,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"Lately, this is so frustrating!",0,0,1,0,0,0
"Usually, who would have thought?",0,0,0,0,1,0
"To be honest, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, feeling quite blue and isolated.",0,1,0,0,0,0
"Actually, I'm radiating positivity today.",1,0,0,0,0,0
"Actually, I've had enough of this nonsense.",0,0,1,0,0,0
"Lately, deeply saddened by the news.",0,1,0,0,0,0
"Surprisingly, I'm so proud of this achievement.",1,0,0,0,0,0
"To be honest, I'm really scared about the future.",0,0,0,1,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Actually, everything is going perfectly.",1,0,0,0,0,0
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"Lately, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Finally, feeling quite blue and isolated.",0,1,0,0,0,0
"Today, I'm absolutely stunned.",0,0,0,0,1,0
"To be honest, that loud noise startled me.",0,0,0,1,0,0
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"Usually, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, this makes my blood boil.",0,0,1,0,0,0
"Today, the book is on the table.",0,0,0,0,0,1
"Lately, I feel absolutely wonderful.",1,0,0,0,0,0
"In the morning, this is completely unacceptable.",0,0,1,0,0,0
"Usually, such a heartwarming moment.",1,0,0,0,0,0
"To be honest, this is so frustrating!",0,0,1,0,0,0
"Usually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"Actually, wow! that's incredible.",0,0,0,0,1,0
"Finally, nightmares are haunting me.",0,0,0,1,0,0
"Actually, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, It's a very lonely day.",0,1,0,0,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Actually, the darkness is frightening.",0,0,0,1,0,0
"To be honest, I'm over the moon with joy.",1,0,0,0,0,0
"Lately, this is completely unacceptable.",0,0,1,0,0,0
"Today, It's been a tough day.",0,1,0,0,0,0
"Finally, the car is parked in the driveway.",0,0,0,0,0,1
"Finally, Instructions are followed step by step.",0,0,0,0,0,1
"Lately, a sense of melancholy surrounds me.",0,1,0,0,0,0
"To be honest, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Actually, life is grand!",1,0,0,0,0,0
"Today, who would have thought?",0,0,0,0,1,0
"Today, I'm really scared about the future.",0,0,0,1,0,0
"Finally, It's been a tough day.",0,1,0,0,0,0
"Finally, the weather is mild today.",0,0,0,0,0,1
"Lately, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"In the morning, I'm afraid of what might happen next.",0,0,0,1,0,0
"Finally, I'm worried sick.",0,0,0,1,0,0
"Lately, loneliness is a silent companion.",0,1,0,0,0,0
"Actually, I'm pleasantly surprised!",0,0,0,0,1,0
"In the morning, success at last, i'm thrilled!",1,0,0,0,0,0
"Actually, cold shivers down my spine.",0,0,0,1,0,0
"Actually, I'm over the moon with joy.",1,0,0,0,0,0
"Today, I just want to stay in bed and cry.",0,1,0,0,0,0
"Actually, how dare they treat people this way?",0,0,1,0,0,0
"Today, such a heartwarming moment.",1,0,0,0,0,0
"Today, feeling very grateful and happy.",1,0,0,0,0,0
"Surprisingly, my jaw dropped when i saw it.",0,0,0,0,1,0
"Lately, It is what it is.",0,0,0,0,0,1
"Surprisingly, I'm speechless, what a surprise.",0,0,0,0,1,0
"Actually, who would have thought?",0,0,0,0,1,0
"Actually, everything is going perfectly.",1,0,0,0,0,0
"Lately, I'm seething with rage.",0,0,1,0,0,0
"In the morning, a constant state of dread.",0,0,0,1,0,0
"Usually, I'm absolutely stunned.",0,0,0,0,1,0
"Usually, a heavy heart today.",0,1,0,0,0,0
"In the morning, that's a twist i didn't foresee.",0,0,0,0,1,0
"In the morning, I'm so sorry to hear that.",0,1,0,0,0,0
"In the morning, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, this is a major revelation.",0,0,0,0,1,0
"Lately, the car is parked in the driveway.",0,0,0,0,0,1
"Usually, the temperature remains constant.",0,0,0,0,0,1
"Actually, Is this for real? I'm shocked!",0,0,0,0,1,0
"Today, just leave me alone, i'm angry.",0,0,1,0,0,0
"Surprisingly, the temperature remains constant.",0,0,0,0,0,1
"Usually, I am going to the store.",0,0,0,0,0,1
"Finally, don't push me any further.",0,0,1,0,0,0
"Finally, what a delightful surprise!",1,0,0,0,0,0
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"Lately, loneliness is a silent companion.",0,1,0,0,0,0
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"Actually, I miss them so much.",0,1,0,0,0,0
"Finally, I'm radiating positivity today.",1,0,0,0,0,0
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Finally, wow! that's incredible.",0,0,0,0,1,0
"Finally, panic is setting in.",0,0,0,1,0,0
"Actually, cold shivers down my spine.",0,0,0,1,0,0
"Lately, I'm absolutely stunned.",0,0,0,0,1,0
"Actually, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, deeply saddened by the news.",0,1,0,0,0,0
"In the morning, nightmares are haunting me.",0,0,0,1,0,0
"Today, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, data points were plotted on the graph.",0,0,0,0,0,1
"Actually, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, Instructions are followed step by step.",0,0,0,0,0,1
"Usually, this is so frustrating!",0,0,1,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, the meeting started on time.",0,0,0,0,0,1
"Surprisingly, I'm over the moon with joy.",1,0,0,0,0,0
"Actually, everything feels so grey and hopeless.",0,1,0,0,0,0
"Today, the report is due on monday.",0,0,0,0,0,1
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Finally, unbelievable, just unbelievable.",0,0,0,0,1,0
"To be honest, unbelievable, just unbelievable.",0,0,0,0,1,0
"Usually, deeply saddened by the news.",0,1,0,0,0,0
"To be honest, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Usually, the book is on the table.",0,0,0,0,0,1
"To be honest, I'm worried sick.",0,0,0,1,0,0
"Surprisingly, I miss them so much.",0,1,0,0,0,0
"Actually, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Today, I can't believe they did that to me.",0,0,1,0,0,0
"Today, I miss them so much.",0,1,0,0,0,0
"Finally, the sun rises in the east.",0,0,0,0,0,1
"Today, loneliness is a silent companion.",0,1,0,0,0,0
"Actually, I don't want to go in there alone.",0,0,0,1,0,0
"To be honest, panic is setting in.",0,0,0,1,0,0
"Today, I will be there in ten minutes.",0,0,0,0,0,1
"Today, I'm absolutely stunned.",0,0,0,0,1,0
"Surprisingly, what a beautiful day to be alive.",1,0,0,0,0,0
"Lately, this is a major revelation.",0,0,0,0,1,0
"In the morning, I've had enough of this nonsense.",0,0,1,0,0,0
"Usually, the meeting started on time.",0,0,0,0,0,1
"Today, I'm worried sick.",0,0,0,1,0,0
"Today, everything is going perfectly.",1,0,0,0,0,0
"Usually, a constant state of dread.",0,0,0,1,0,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, everything feels so grey and hopeless.",0,1,0,0,0,0
"Surprisingly, the sun rises in the east.",0,0,0,0,0,1
"Finally, I'm radiating positivity today.",1,0,0,0,0,0
"Actually, my jaw dropped when i saw it.",0,0,0,0,1,0
"Today, what a beautiful day to be alive.",1,0,0,0,0,0
"Usually, I never saw that coming.",0,0,0,0,1,0
"Today, this is the best news ever.",1,0,0,0,0,0
"Usually, a heavy heart today.",0,1,0,0,0,0
"Usually, success at last, i'm thrilled!",1,0,0,0,0,0
"Today, that loud noise startled me.",0,0,0,1,0,0
"Surprisingly, I am absolutely furious with the service.",0,0,1,0,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"To be honest, I'm seething with rage.",0,0,1,0,0,0
"Surprisingly, I'm afraid of what might happen next.",0,0,0,1,0,0
"Lately, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, I'm worried sick.",0,0,0,1,0,0
"Usually, I am so happy today!",1,0,0,0,0,0
"Surprisingly, heartbroken and lost.",0,1,0,0,0,0
"Surprisingly, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Today, feeling very grateful and happy.",1,0,0,0,0,0
"Lately, feeling quite blue and isolated.",0,1,0,0,0,0
"Surprisingly, what a turn of events!",0,0,0,0,1,0
"Finally, the temperature remains constant.",0,0,0,0,0,1
"Actually, oh my god, i didn't expect that!",0,0,0,0,1,0
"Usually, I'm really scared about the future.",0,0,0,1,0,0
"To be honest, stop bothering me right now.",0,0,1,0,0,0
"Today, what a turn of events!",0,0,0,0,1,0
"Actually, I don't want to go in there alone.",0,0,0,1,0,0
"Lately, this is completely unacceptable.",0,0,1,0,0,0
"Today, I'm really scared about the future.",0,0,0,1,0,0
"Lately, what a turn of events!",0,0,0,0,1,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Today, feeling quite blue and isolated.",0,1,0,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"Today, who would have thought?",0,0,0,0,1,0
"Lately, the temperature remains constant.",0,0,0,0,0,1
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Usually, the car is parked in the driveway.",0,0,0,0,0,1
"Actually, I miss them so much.",0,1,0,0,0,0
"Surprisingly, I'm seething with rage.",0,0,1,0,0,0
"Lately, feeling very grateful and happy.",1,0,0,0,0,0
"Actually, this is so frustrating!",0,0,1,0,0,0
"In the morning, I'm radiating positivity today.",1,0,0,0,0,0
"Usually, I feel absolutely wonderful.",1,0,0,0,0,0
"To be honest, how dare they treat people this way?",0,0,1,0,0,0
"To be honest, who would have thought?",0,0,0,0,1,0
"Actually, what a beautiful day to be alive.",1,0,0,0,0,0
"Surprisingly, the sun rises in the east.",0,0,0,0,0,1
"Today, Infuriated by the incompetence.",0,0,1,0,0,0
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"Finally, I've had enough of this nonsense.",0,0,1,0,0,0
"To be honest, pure bliss and happiness.",1,0,0,0,0,0
"Lately, Instructions are followed step by step.",0,0,0,0,0,1
"Actually, this is a major revelation.",0,0,0,0,1,0
"Usually, I am going to the store.",0,0,0,0,0,1
"Lately, this makes my blood boil.",0,0,1,0,0,0
"Finally, panic is setting in.",0,0,0,1,0,0
"To be honest, feeling quite blue and isolated.",0,1,0,0,0,0
"Finally, I'm afraid of what might happen next.",0,0,0,1,0,0
"Lately, It is what it is.",0,0,0,0,0,1
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"Actually, deeply saddened by the news.",0,1,0,0,0,0
"To be honest, this makes my blood boil.",0,0,1,0,0,0
"To be honest, pure bliss and happiness.",1,0,0,0,0,0
"Surprisingly, heartbroken and lost.",0,1,0,0,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"To be honest, I feel absolutely wonderful.",1,0,0,0,0,0
"In the morning, I'm speechless, what a surprise.",0,0,0,0,1,0
"Surprisingly, It is what it is.",0,0,0,0,0,1
"In the morning, such a heartwarming moment.",1,0,0,0,0,0
"To be honest, pure bliss and happiness.",1,0,0,0,0,0
"Finally, I have a bad feeling about this.",0,0,0,1,0,0
"Finally, I just want to stay in bed and cry.",0,1,0,0,0,0
"Actually, this is so frustrating!",0,0,1,0,0,0
"Surprisingly, the uncertainty is paralyzing.",0,0,0,1,0,0
"Actually, the meeting started on time.",0,0,0,0,0,1
"Today, loneliness is a silent companion.",0,1,0,0,0,0
"Today, I'm afraid of what might happen next.",0,0,0,1,0,0
"Today, I'm losing my patience.",0,0,1,0,0,0
"Usually, who would have thought?",0,0,0,0,1,0
"Lately, I don't want to go in there alone.",0,0,0,1,0,0
"In the morning, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"Finally, that's a twist i didn't foresee.",0,0,0,0,1,0
"To be honest, the darkness is frightening.",0,0,0,1,0,0
"Lately, I am going to the store.",0,0,0,0,0,1
"Actually, pure bliss and happiness.",1,0,0,0,0,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"Actually, the meeting started on time.",0,0,0,0,0,1
"To be honest, I'm so proud of this achievement.",1,0,0,0,0,0
"To be honest, feeling quite blue and isolated.",0,1,0,0,0,0
"Actually, who would have thought?",0,0,0,0,1,0
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"To be honest, I'm so sorry to hear that.",0,1,0,0,0,0
"Actually, observations were recorded accurately.",0,0,0,0,0,1
"Lately, what a delightful surprise!",1,0,0,0,0,0
"Surprisingly, how dare they treat people this way?",0,0,1,0,0,0
"To be honest, It is what it is.",0,0,0,0,0,1
"Actually, what a turn of events!",0,0,0,0,1,0
"Actually, loneliness is a silent companion.",0,1,0,0,0,0
"Today, how dare they treat people this way?",0,0,1,0,0,0
"To be honest, I will be there in ten minutes.",0,0,0,0,0,1
"Usually, this is completely unacceptable.",0,0,1,0,0,0
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Finally, nightmares are haunting me.",0,0,0,1,0,0
"Finally, the package arrived this morning.",0,0,0,0,0,1
"Lately, I'm so sorry to hear that.",0,1,0,0,0,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"Finally, I'm seething with rage.",0,0,1,0,0,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Finally, loneliness is a silent companion.",0,1,0,0,0,0
"Finally, that's a twist i didn't foresee.",0,0,0,0,1,0
"Actually, I feel absolutely wonderful.",1,0,0,0,0,0
"Actually, that loud noise startled me.",0,0,0,1,0,0
"To be honest, success at last, i'm thrilled!",1,0,0,0,0,0
"Finally, the sun rises in the east.",0,0,0,0,0,1
"Finally, simply amazing and unexpected.",0,0,0,0,1,0
"To be honest, I am going to the store.",0,0,0,0,0,1
"Today, nightmares are haunting me.",0,0,0,1,0,0
"To be honest, It's been a tough day.",0,1,0,0,0,0
"In the morning, I'm so sorry to hear that.",0,1,0,0,0,0
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"Today, a sense of melancholy surrounds me.",0,1,0,0,0,0
"In the morning, nightmares are haunting me.",0,0,0,1,0,0
"Actually, I never saw that coming.",0,0,0,0,1,0
"In the morning, I'm radiating positivity today.",1,0,0,0,0,0
"Finally, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Finally, I'm pleasantly surprised!",0,0,0,0,1,0
"Finally, what a turn of events!",0,0,0,0,1,0
"To be honest, how dare they treat people this way?",0,0,1,0,0,0
"Today, the package arrived this morning.",0,0,0,0,0,1
"Today, data points were plotted on the graph.",0,0,0,0,0,1
"Lately, I just want to stay in bed and cry.",0,1,0,0,0,0
"In the morning, feeling very grateful and happy.",1,0,0,0,0,0
"Usually, I feel really down lately.",0,1,0,0,0,0
"Lately, I am absolutely furious with the service.",0,0,1,0,0,0
"Today, I am going to the store.",0,0,0,0,0,1
"Surprisingly, I'm so proud of this achievement.",1,0,0,0,0,0
"Actually, Infuriated by the incompetence.",0,0,1,0,0,0
"Surprisingly, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Actually, feeling very grateful and happy.",1,0,0,0,0,0
"Actually, the temperature remains constant.",0,0,0,0,0,1
"Today, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, the weather is mild today.",0,0,0,0,0,1
"Finally, I am absolutely furious with the service.",0,0,1,0,0,0
"To be honest, how dare they treat people this way?",0,0,1,0,0,0
"To be honest, everything is going perfectly.",1,0,0,0,0,0
"Lately, everything is going perfectly.",1,0,0,0,0,0
"To be honest, that loud noise startled me.",0,0,0,1,0,0
"Finally, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, everything is going perfectly.",1,0,0,0,0,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"Actually, the book is on the table.",0,0,0,0,0,1
"Actually, what a beautiful day to be alive.",1,0,0,0,0,0
"Finally, life is grand!",1,0,0,0,0,0
"Actually, I'm afraid of what might happen next.",0,0,0,1,0,0
"Surprisingly, this is the best news ever.",1,0,0,0,0,0
"Lately, this is the best news ever.",1,0,0,0,0,0
"Actually, that loud noise startled me.",0,0,0,1,0,0
"Surprisingly, I feel really down lately.",0,1,0,0,0,0
"In the morning, this is a major revelation.",0,0,0,0,1,0
"Today, I don't want to go in there alone.",0,0,0,1,0,0
"Finally, the package arrived this morning.",0,0,0,0,0,1
"To be honest, I just want to stay in bed and cry.",0,1,0,0,0,0
"To be honest, I'm grinning from ear to ear.",1,0,0,0,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, I miss them so much.",0,1,0,0,0,0
"Finally, the book is on the table.",0,0,0,0,0,1
"Usually, the sun rises in the east.",0,0,0,0,0,1
"Actually, wow! that's incredible.",0,0,0,0,1,0
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
